wallet,cluster_size,cluster_risk
wM5SZnFzznWbu1QKxqBFsELVNXPGGEpF3cPiaPm1Ht1wTUGMeycrE7ZeaWUo4xfHZsWHAZpfFM21hBxLZC3b5Rv,51,1.0
3nX5EjyxLMPuGvXHxo8LThVJzZn2WtTfQeEUzbDj9ZxPozShQTxXGgFNqD2jzg1xmB9a9V2nUZEHpNTLs8vdfMvc,51,1.0
SJrvQnncRcVqgj2rM8Rn2iZXbM7gPJymqXBker6M7vAF8icQACyYL2yNVzvLPKBJ4bcYx3HFS39H6i2FZJkDDF1,7,0.7
2sfdyqwQGrQMiia6z7yZjGAeMK2JFjYGRcDkcE8g3wZWmQhRZfdJJpMxrHDBJbBG4o1kHLCCMFEbY8C2QHQ8euMW,51,1.0
GTpCw6qWWuv3iSGZWAnm6jMkxKPrj6LjWYrn2L1BMWvD,51,1.0
435j4aXR1bRR3fNQ4GD7RntqQg4tishJZtiVs9p4SF7xamDgfpvRUoDwwH3YkmyTu9U1EejHHMfAMe9iDrco6w3v,51,1.0
4hYc7N1ZQNk91NbkPPdcQ7Do6T4XMJY3F1svaeXiXP4jT8MRX4T8V9cbshQGFL3dcnFz5LgK7CRa2n7FU1WfA7kB,51,1.0
4c588AaKQPQ2BGg7fug46PxzJABeGpuAddRawen2fSCTkjPLBDwgxg8ELc1ZZayyUNV8d7DK8teSDSLRsWy14Yc4,51,1.0
55KhCHj5cGYCekMDLeWXgkJCfDgvKDnLSvoqbHBUii5Qqb4ozv53Kf5ZhuxYGMkyYqH89ercXBNDxnAkpFEN2ipC,51,1.0
FS4UvviCuBdtJJGYVqvxVDicmhxUPqHnud22vqa19kxNnF2wPuRTqTsCDrBBTBXSiZQXRk7oJk718nLWdKWcuCs,16,1.0
4bpT4bvpqbTdkcLLXWgzxkwynpGsP791JV9mxs7cPizK6f1o6CngBPYkYw9WR3G5uHcHr9P3ffats8waK8NLuhrT,51,1.0
2owPtMASD9iaFshvoNSzrMPPXmz2DuhvARe7K9eF4KEzbmuqZtxTQzfRKXe815WJXLjMkdb4ELxjLNK7nhoh4qES,51,1.0
41V64W4fcyZfRiXK5d3J5ETs5buv6M7ykocYU1ty2nNpuAuYRgmEav5J3j4GfwnguQfq853vvsvdzTWmUe6R4VAs,51,1.0
39mJoq8fin3h7vNmLAQavHCbJ5FZPAG9n8N6QsyQ3rLBSXRd98JrJvqkCVx8KfT3QSnM5AxFeGAhu6mfkoGFvb8V,51,1.0
4MWzAAT6b3bgaoVQuy7QCREGURfXUqAZxcTRcUs9RCTQjcWK5cAYUo5Cs4PCPJZFh8uVumsKdGWofSNmeySCzrwt,51,1.0
2hWsiQQCjRsRZLdeEmwyFNa29Q3H4wnktiCHGFPHufDyQhhaSVnDJKQfZM5ZLwm8q6qqqpHdxqYeHfxP6fX1Buid,51,1.0
57HHg7sQVjxCytYtg4zS8sZ3wmgvXeunXN7hKqr7k5yMz7b8Qfv7fiMFKsTrrHJSCu9vTEVDoJPaKavckDNeUphx,51,1.0
Y7SnbqUEEbQmUQjbTgCJvVFjmEM7rfyjYXEzkwM4rG1uR8owXvUoH8xmhAtmfgjfefgL9bJ8JBE57UF8yr78zeG,51,1.0
5ky6vo7d5CZk42357La7VXDVmrx4T8YxnqJFaXuPPp9Jtmp81V24uYE8Tn1aFDWasQ98zpB2aYoxtuUAhg8MXoBy,51,1.0
5chw4eRfZnr7DEDN7SJKDCYLQAGwRHT49BNx3Mwd4s11Ms34CTPFKNS7zxAyxsExnqRcEAzfJa3rrVLQA97QT1Ax,51,1.0
3CNqQ8nv5FSJKennciGrZ8RMBXVnUe7UeynL7dnDMHgCtsmYb5bQemz1Ugq9XYxEairEKnC1Sng9zu5Jn7N3vRr3,51,1.0
5doYmB3zteqkXZxHKA1jnmmWhXkkWoj527UVf2wxHNPqVfpwaoSQC51G2un4siA7m2Pfu6wHMMPzrdQgt5wxo5xf,51,1.0
3gJaXvw4EeLwryMo3K354XKXWexPGVmzqGn54DnY4heQwx3apjtvYYw4PupyLv3mCtwgUAmFy7v5tkP92UgFguvd,51,1.0
4Yi7BsiVvXcU6tHiYGrUdCcam6nvjba38pAEnppKuRbpoRv6HZ9aFtm5nAxp1NbwE1sp34kdeYx5SrdBdvhRYZXf,51,1.0
3PH41vNTUdC4WsMCsw21dvShUdtAEc4msQcmCHiHtTa2Mm29ezCjeW3DspR2GEMcm3Ns9U7vJwpKQNBgcjgTvMzA,51,1.0
3H7Cf9QdpQQbGBMVcEmQYyr6jf1BG433n4Pj5z8UhbyYEAF7z2Zj43FvbtKJq36sWj6HH1WYAUp4XxG6if5VBTaG,51,1.0
5hHYaKbFts3kHFh2Be4yf8gWHBHQJL6eh6NM1c5Dgrzi68mFUMUuimTUKwqzDP4QkA3vwjV9tHj9VovvdEBfJgv3,51,1.0
JjACYaoev4Ggd4aW7tY3gPJhZHfrCDenHW67TWY5YDEoHVcFwdf6qTCC6fXpp1uHTFnca2T3rQZFUEW4GtT3JCW,51,1.0
2BMLiEu7kyE97qFgqn8z2wVt5jSuosE3dYeTVrkS6CHNp49oRwQcUpeo24uP9qyEsDCM7JWFc8wKC9rEExsPrpkk,10,1.0
5Hunbd4b8Ue1JtxcRNLkTUQha4qsTEF5HuKGzkLGpCP9zfkvB56n4rPMfgYAHCU7BBKUL1sN82mZ7z6fxEVeDJd9,51,1.0
4NbZ64iXXGwyZ3ugQHBAyWyDh65QzYX7Gwe4fKZyWh18WiAhL2xbpQG8nzML85L7XTbX4Z3GfbhArZ68UWEh9WwL,51,1.0
2t5AeCteZSgBhZvV5EEf2fPQzX7DzRdS2VFko9NWP59KsUvQuAaTedK788hURvTgkWYsvKyzWiby9hzGLgpcjEkM,51,1.0
2LappXT4jjxJkaz74NbtQJPvjcAxaTtZXEBR3Wi3BSnKX56wZ4AYSemk6ETjyu89h4htKWHZoWPQCSkdyaMxsqFW,51,1.0
5prPLV9iz2jYTFNe2Sshp26Znuohk43Xqvf6BGN1rF95jvgJJUJVySU4qwLzgSHviX7gzBUeBnEEzbTWfHhyc3fh,51,1.0
5MGFmGRzuMLhxSSLCvFkzpVUU79bKohWwHrAdTzH1prTTL6PqEKR9my5QNHGipS91q4yHgfAX5KkP1aWZZ9DSuqn,51,1.0
3pXVx3U13yXJfAB8fBunKEWu8aDRrqTTuxH51q3S8QjwyByZekf8NwXe9eSmFq3PEACtT98jLCU4fanh6gYSE1yf,51,1.0
NKHV8rGUTj7RCJfYRuo786Dr2FmKYUGRopjfcuFJjPNCpQtG2aTxRNiMfDZfNqVMAeA2ntaBz8e2dJy3sZECJ3g,51,1.0
2JaSzRYrf44fPpQBtRJfnCEgThwCmvpFd3FCXi45VXxm,51,1.0
5BYBzboc7CwRvPFjngW99zmbYobLVfP2yAT3BjwxLZ8KCfEGJa7caeFD9c525CpQY78xQ1DrSnw5DaNDHhiMR3Pb,51,1.0
4TAr7VFXQeXCveoiHxrjPK5nJ42njVuSNxxWT262o56ykKNmjcPotWoAcT8LjC2Rz8sEyNpDrPaV7KYBXteXC463,51,1.0
5KTp35b1ov2ZMdvp3KLkALWYSShykU6KH2uwq63byGDnza841WjjiixeGVfHSKKVZaoDGqNfhhPM8wqW8QWrJXjo,51,1.0
5G7J4q4LfttJYTpih5sDnyrHCveCLbH3ety7vjsEv6wLaGLyvm3728VhKgRzQ3VmYq45JbsRUBEPHqx9gEKJ8CQP,51,1.0
5WWGG2z6SvJyEppKptF1AdiztRYbrqSMkMkoJP4bj1xsUQK4PuzcHHMSsx1Hxjj7JdctFqt7do2FJwcXDzFhWQ4R,51,1.0
4hjXAfjuNhsg8fBMogej2x3Msq2QPC1DGPDRrEsbuD28gK63CoWRkK6TQFTxiNK5njT3NfKBiypskL5U5NVc9dtz,51,1.0
3RTSepR9J8uDCBwKTNzJgxGvu7QtPrVJGewyFv1Et2vMZhz9iXA82rjr5QJqK1AiCJnDDHd191whCZRmcCWz41ae,51,1.0
2nyFboUhkjUkni1QnZqukbRdNJMrM25Q6YCwAhR4pvGyVtnz6WMz8L16wpjBK5SGjWxbTgt6U42dUaGRbh7ZP9WY,16,1.0
4bjhxLeMVeL3uGYyH51zeTFMpw5gYp7a3r1Nn5S3H7EYVNccvYJ9YbHqYeYji5uB7ZfJAXG1mjspDf3rzRfbj53U,51,1.0
3ypaXCKKr5pBAgWLc9eRTDmWvAERyFxMvxmCRazE87CprGpbndfaWQjTvDu8xgioAjopxpMBTGx5Z7nD5jH97NYb,51,1.0
4MnyqisuZ1nmvkE4hnqvJEW8RdhoZK9rT43MnJMCT4zeAbVd1GbDuMsWLb5cXH5552VkdycRL9Vyd9Ai2pCBcM5J,51,1.0
98F7n2bPwnLxEfiUfmaj49t2AkYngNRmExy1n6cDLindGon7VXZvFh2zNJh858WBfk4GnjxV1kTtJDL9kYSe5mE,51,1.0
4UKjwdwAn1QtS9WzLpWT8ZwjGTTgTva2A2yV53E9eXSArrffFcB5fhxYPEeBBD9LCR4NyzPUm3GjdeG4suUe3REr,51,1.0
5wwsZDF3i8f5hcSHMq2YHevs5xqdAiUZjqshxeAT2AXCETASNGYvBZ8oP1FPSEfgK6NsmB5tnUPiNsUmpNbvBRk6,51,1.0
JzEcbyhbRPbTpTnTzLbtKPMiebuonW92XmwpanM2MifYRucLpscYhi87275dpDMSsBqyu4FKUDNfxeZCkJWApV3,51,1.0
3VC6fcCoTuEvSsPjaT9eTzR1tEmUf53SfAKzMN12kwkVsKS7FjqoYKDYtQfuiT5vY7ciFXLVCmJ5jhzuMzs5ptHi,51,1.0
24Jx7hyXtfCVSVzbazNiuuPeUpUwMh9Ucoq6myM45tqauzoFXh3LjYF1UAKLNLw86PcK1HseDktEhnEpWure3ap3,51,1.0
5npLjD5fFTk6qgziuSenR1LYztrQT8cSewCq96npT9JvEETQEtB29SUz3hXy7PtgnUByTm4GPokkuPPUtLJaLrdL,51,1.0
2gq5E1BwUPfSTBwvT6QeXReRC2sTVc2bmGWG4REfXvASnakW7ZjRZbcy1cvTbgQzso9MoHikjw9sj2E3cYPcGJPb,10,1.0
4sLAmFkKXEBCWahThDM3UwRyrUnqa6BZzs3o6cBgWXVGXYtP2tc9A88CpRZyaVGFqZJ7kgL5WY6tNfcAcWQy9isG,51,1.0
3v78mTU3XqKsFeMJu9iq83ULXyZNYNRsQAKpPtbC273pUP1EHoRJdu8jch5hsLAtaCY7UrvQiCk9ncWyC3LqYkYx,51,1.0
fC365LJNZzZ7m81DkGNm85HpDQDsiK4UAnKLETd7q3BKtktTYxQQNUbbHvvKDsMjkMUMWx8C7KZXpwUWh7wRiSt,51,1.0
3UifBG99xgi9hNTN9xgGNVpLJCaFN9qxeFm3XTi3vEd4vfAExsh4etso2eceL5QnabXZExtmKfXKaU9s89BNV1aS,51,1.0
3xxDDerN6aSM1JdY671arXjubUZXMK33zZN2LzCDdUN2MMwMns8Yw1J6P7ytfs2uMeEeYhGrUuXpCr2Zv25tRPSQ,51,1.0
4BDRHCcy8AgvfomNvUgLMQoqvxzyQ8ZNYqEhyYHTkV7kVr6vg8jq3MKVHzrKARqP33LTjJfJx9P9fpxi5mFHwQtK,16,1.0
289VyHHhtweN6SksDBM8xKLCn2WG5wwNDGdBmBckEcReit7D32r79C9ypHhDTbussejsA3PejkBgjWoLHf3mtvqx,51,1.0
SMxX1euBMjqx6tRvbBe9FNtZ71MjrsmvokXFwrS1vEVF9S2gN2NXcHPMHzVwHrTR8HZm6Nw2YJrPNTEzQWcf7HD,51,1.0
2ofcnZewYrvyDdErTHBu3Res7yv8YdHSiSrwuBE1DgjVZ6iprrR6svjnocumdmP96YETEhoH7vKjxsY9NgWpHNUm,51,1.0
5LL7zD3jhMYxvAwqZQoda1otkm2ZdPkA53GAWJZdiLGw4twVsYRC8fBBwwVu9LGyitaySH6o3YPKDhqp5XwmeCaz,51,1.0
kvDZGqX6qYEb31pKs3W788pYBFuczvjTgLsKP8txYK4kcjK4HZJr9Jgeq97hF49kgtME2HJzEpBYjkp1RAEaqfM,51,1.0
D7D3Ta2u9JEph5DZzPtVApAqmnMiwMiW7HYmWeBtRhfXoqoLZ7K2xHRf2Cq5HWTYtPZxox647DABxNcDF8qmHuy,51,1.0
5uTNdUbRiVtd8NjJ6k65Mc27YPmAMccHkBsDcEnEQsoCjGTcjZNZ4hz1NRgHfws11jgVeT3W3E9jDsR8UB95eved,51,1.0
3jchW4LiqwTf68zhy9sNJGy66hTfLFYoA2ouqmeFiaQRjNKMxo8yP2w4NvYcfUpNitB7UajXCSt9CDxX7pY8hr2Z,51,1.0
2YDvcpY1fUjytvUqQy6Z54Jsj5aWXAMcMxFF5HiC3bdF1fTdDJq5YUPvcDoDCarjbeo9pVQt2eHrjf6y4FREb6n1,51,1.0
213m4avSceW3DjYTvCtsymUj9Nd5HDYb6RKVsmeadGqB8fP9bFUi8nbhBkiSsYH3tJPWsbyPB5QA6e7C5gNBYTmB,51,1.0
4nKVbUEBSKMSxcSWkkYBEFUC3ML5b7tTSgVKTrGJ1Db2cw3eyHysgcT3HCrJRotQKhj8wpMpxhPupurLjWx97XWm,51,1.0
5jPKsvo29GyqthjeHHvuseFFmNjMDN3hKyAGTPWVk2KHMvgAZBBhcWnaHj5Cur6JcCm2fa6aUQHyJbjmRdkhonU6,51,1.0
5o9Pnyon4gvksoVxzv15MsHGSZS9HisTcoVEaUiLdtQ3KLi9U7iFA3pQxUgmpVYyoDWPk5zqsUFu45dpzHdmKCuY,51,1.0
3v3asNUBLLVszBq7KUgiqS1u2TVBD3sRoA2fg9YzzgzHF4R2WpzLpT67FH5Cy696qS2nTomj1YQufGSpBcspWQnU,51,1.0
3TTkFgFyz5LBFpKd2E98XEh7j4j1FcCK4rGsMqnKNVexQy6TK3wLHVBsmoveD7H2epBPGSVajc2LuDwZ2CSU9Cak,51,1.0
C1eC8UBwRehhy7uvbBmYQnXz6yqYkLE7YWwyU8JVfUopTWwrhtSSi8ZqisqbkL4kGha5SB3vWgWnJUUYRfC3x1C,51,1.0
3KpQvGLZthEg7bFUYEBwhutXcYaMzNqBJAQUKkQShoc3G7BJSnwQGSDRuM6H21qqp2RF24waB1cgRyFnUVMbaoKs,51,1.0
22QdArwxcrz9GwcfSGJzDCi4ZBSFpjYtf3M31xhnWXoErGLxdk6GShnSPuFQB8AVynHTBRtj2v92XjnZYwM3bhx9,51,1.0
3WGZQ9qrmdTKb3k8kUGPgQPyxmjQ1ZfTjiwDwpHsDhVwQVqbw1MU1F4nR2tEjpoM3JC79DaAfdgqWaERguVriMMw,51,1.0
2Ps86WyfbNp3Jpt9vnruJ9VqBuNciJmdbcKv9ousDhfHpFKbBzsWHompma7EisHpwjPEEC8iz4YA7xMF54xmKTaq,51,1.0
619KxmtTf87MPYrY96qRwWKjeqHY3h6FzMgutA9MYMevT2XkHgmghYfRT99dQrApRieQT7Lk1G2g8MTapYSpk2LL,51,1.0
2aPHVcEcw14xZdkAXPAFEbhghbuvqQVifEupFwebnHztxM9AYTwHStoupCSQPLVMhym9qfPAzvFoP1fQc7GcrgFp,51,1.0
5WC71PK3iCHK2Qn93tv5JiGnG6azzkgzX3Qru5Uv61eejrbvJNZSKSabuULY1KCvU39wBpiupN9NEGcVns92jL8X,51,1.0
5tJvtG9PhAkaeNMBcq5VtkTASTjrMSqDLm8kumne91yDRsbxon68af8QX1edxUj7QZhAG1ewgm7RLecBqnj6EwVz,51,1.0
4x8VH3ei5NRXqa2MFY8piy9Vu1qHzuiMEAvkA52bHCGuJyMx7P21EdsY5o9F2qhWeVXL3mDFxN95XxKaULanqQRj,51,1.0
3Xu8KpzfL1wXEeCPGktQjBLtkMZ91pAnhBZUE2eCFoop1yZrESech112NfV6HYixrMp1a31ELVUwJ7C1xEYTp6Kp,10,1.0
4QJe6JaPZvGtSdMZ5Ljpq2ephDrW4V4v8uVBx5CFY6b3vRjR3ng5jjLsYHvzZoM2tLggrw7zArMmNM9XWESmcVGX,51,1.0
3gdG5cpXj4mxyo5ugkTZGBTHh2SYnphfAAsXeAnaLCiCuQr6JwF1DSMwRDaA9rDq6tSK7wJDd1MXkQnJ36jMByg2,51,1.0
28Z141WouHoEph4qbWFb9o48wCVYzpmf4Hb5FrBzRw1FW4kpuSiJXYpcKRGbi2Yr1P7VLkr5XuvSYDqU4NfTD8zi,51,1.0
2BVw9oqiKybwHKn3AaQMxxbpRGY6LqPAHeyuzRcTiNbrud5hg2ftV4Nuj7PPtysMv23yJtDy2RzHTR6Ta4cytS5A,51,1.0
2XiWKxZ8i6VWBjC9sjGVQEDQBK1pVdBfgy1JCuAv1UZuCNAvWV1aGfEJqMw61oMpfefohVgEcmVCf3WTUf3wZC9G,51,1.0
2hL1tAmmJQgJZ7NgS1mFFPBLnQSrgLrUD57gwaAY64R6V9soNw9yJA1e3Ust5ThSeN4xBL9d3Tm4q4WeUxJbzE6q,51,1.0
3j3xVsakBvNJ96gybRsn7MoTjjdcLxm3ZywZFSewPmJV7xwjEHCFf3xmyzeHPy3e6NpMnb6NLm1NpQyDa5yLLdnX,51,1.0
4aRFRGJVkJ1A2ovDLhDMVmFnBUsns56e8wiDjKfTj1pUSohyn9GUoESaFgiven6XNiw26rSmYbzX4FuetM5URhzL,51,1.0
63ZFEDPMN5Zn9tuNGtBkpEXXHNvpdDSkUvfS8PniQxRoDpDWABNumPanD9LXjb4voAWMvs24naQhHWm4Z5cvVBPL,51,1.0
BDip5uW5tNGoEoXAXiRwqujNJ4xZebZ9gPV2HomDzEuQpLMjyj2iz1fo1Du8Vc2ionsbWiQSCubfJFC9bHnm94E,51,1.0
4yrdCgJQ3Ldu4Gf5NKhWiYdJjHh4HeRCGhdbPMzMMHU96Cyjcy4XQqiR3CxD1HgjrFttMv1WYRb8sakasSfw6Vz7,51,1.0
2BuSLxR94eou9HnrL6S43caxjWbbvtuNvrridmigYEyDy1M8anTeSgF3yTgpyXtyjRB7cZFqG9GD5qHkrzTNSQE,51,1.0
3SREFMzWDaPCbvwm4XuXaydN67nZdLTkqBbi4SvrNZtvWbjuuTPKS9LFxZafV4VJHkPvjHGBYfZ6YXj5KRVvU4W6,51,1.0
3JMxnDDGt1sAnr9fhFftfM27jg43EVCGwrt6ToLK9RCUnxo7EvCg1cVJhX9qASQQaALTq9sABJZsGuUqWZ4AFY3W,51,1.0
4jPGRrZeb7QyTDqsRdhdwskgeSsXWFM4b8Esd2BqnKdWJkrCVvENCrZe4fT9DCxp8uZ3HvUHNYkK1D6G6Ng8kgUi,51,1.0
uobqaeczcJj9UkXf64RS2c1BrKBKQdji1ii2Psz6gU89YzfcuWUognRY7d2qLBUZd7KEEpWB1ZjUrZpoCvhBpRA,51,1.0
5Q3gArXEXZcpUqbazd9KyXEDqbqi5nhy6ueqKQESdDJ9vXL9Y7smTWDJwNwgqAX7zFzFH5BrDVnN34PbMPsRdYfw,51,1.0
561FhcsDv21bVJo5aCXkStePUcxfmymKkLquzUUjpJkRRS5LfRZFwPqTzYheA1jsoKTxNueqaHMk7nLhmwKj1NHU,51,1.0
5oxP1e4MeHwpWcEphEreqpAj5uUmrUSWUG1gXtsEkahoVF41b2xyiRN7ARFBBxmQ2t1vfHXCMAysiuusy65fTFJ7,51,1.0
24RYotRmmD55qjnf7WdahEUHrhAvSveBLZtH1vwg4Kxz7f9vMH4nfYAgKQyJYiGycdDxPrCxV2U9Z9R3pz6Btrjf,51,1.0
45komZSPy7e6wT7sfgxQJxiQjHkvD5zhuvrksHCZXxCyh55wj2KJaxemTDVXBf2R1zyD9qE97HU1dcvP7vNSyCN7,51,1.0
2ybxgeVoXwjae1R2heAHw4vrFwp2MKgL8vgKXNhu9tw4heiFx8n1QGHARTpbFJJU9twXM3nJCqmMwajBezVoyYpe,51,1.0
28ZjiU4VedMpqKGujGs1gq4TarHbdt8fkDG5UvPnMVs99uWovkMhoj87sepPJCFoZfYnSHKfWW3ET3WxQz6SXhUo,51,1.0
3GsFHVZ8B1Hp3jKA9Zv2swto3kQz18CXcBxCYWFgK9NFAMRu8SKjn94riYG6X3K9ZADJxAp2UQRzK9e75T4n2DP7,51,1.0
4pkMjkgKt3MxGpFYjUTaHG4hkXopHhPBprEsNKEextsC3MdHjtVFYN2zRntNZ4gQckJ1jEiZKLyifCpaRGwrEcC6,51,1.0
3MzLXSeTnNTwbBEKU3beHubT9Ss8MnNDcaH9owBzWyZgLeej9rQB6dbb9KZU2By1tq4hsk9d6bvyaooT6eR1uhRP,51,1.0
2DMfakGXczzXy6esaT1qF629QuX2CA5YwKw7gdahEb9V,51,1.0
27b4PRN7K37rpTywq65t29rjuNfQkYpxZUjkbtHc5VvZ,16,1.0
2zWg1Vrm3knWoawqpyXtq1Rj62CPHWQ8gY7JcR8bEdnj97he8osdUMEMEwt8iu2BVtyNEpVxY3Pswo7r1nB8HNah,51,1.0
3dX2NuByiw8M44gGHdYun1DvH5R4dH2no63hBbN6uiUZAmSM3t6k72KYchVU1aKdaEPYfdxgbPVZDvX7rtr4B4c8,51,1.0
2xDQhAY2SkKk4nVybXipf6doiDqFZyCCTzGrkJ6S5RSuDLRLkNRw4f3Hwk7efPDFqii4Hjnhb9UYqxoHc3fsDvuG,51,1.0
8bK8pCuBnJsu4C25g6cr7j7YEosSpHwmYamP2HMBT9Pd,51,1.0
4WgtuSoyDho8jv1Kyn23NcMt4ez47CvPsxQYLNwP4YBJKvTgzTZxNJgoTUx7HGHnJTJgb3BocQBAHq3jLWx7s4H,51,1.0
22p9dB76QiLCqhvijjW5hiWDW35v1fpQhYiomPL1gXXGbP2LYBUn44P4SFo4n2LEFzycBG9e1SpE9q4mBPS1VyWJ,51,1.0
3F3ssr2hL8aCdi2Js5R5syWBxtacNQJVkajaf1YyA9pDAdV7UY7vBWNwvSv1cYbafuZsMhxY3BxjbCVUCTRRvUBk,51,1.0
eGbMiaUk3CFb3bnM5z77XoVmTKJiqn9EK9nRKnqYdud7hKRUAAViph7dQBYpgnKf1jACi1ywq2gUBMrWQgR5aCf,51,1.0
5YZp757FBotb6fhb1xmFjBudxhpgEJJ8fKFdhRDi8bBiQ5zuQpd8iURU4Kb8d9Xxf5SWhszdxCrJbZcyLFxKX2jp,51,1.0
4cGLXRb529YYPPzZSk1Thg78D5VUZrULBegUYXHmmxvPQERywQ4xUmZ5muUgbW5Bk9BcPHY4UCAbZidHhRfXp2gK,51,1.0
5134BBw6aCK5YadMiSG4qvLtoivAB3cD31vSESRGiQhhT8Mo1LpuPYvnsga56fdbm7Sbc583vW6xnJCdMtq9jKWZ,51,1.0
5b2v7hBE6j8a4EEgKXiWDU1BV7aopGvdnFKPdUST46nLiCcADMSEhjDGN9v1Qbac3bLsNJpQRjoAjogmTttLVBwy,51,1.0
5aYnTBiH94c2dujVavjokBLs3GffnxaNcXd5RZustmDFVVCN8xAdxhuB2kZyeLk1U6FsaJjXjQ6f4BtzWbJCdooo,51,1.0
Gq4kxGXGscy8zXV7nZMB5tRWJWHYTC8LvcmW2H3a5vXDkD3LBc1tFA7ukc7Y1zuJWMd2eRvTnq2Jes3z2DmncvG,51,1.0
2C7aJrX3MJC1PiNuFojmLUKcewNr1WoU6R6sFJcDgkwVrhdiqrAt8pXjX9LDoaX7WCBb1bgcwfeEVSMuY7t8yccV,51,1.0
2yXTtAnTBtj4zUK5xguPA76b1bbSf847ZexwPJhgJ9qqKhHjRhk4WFujwqNiNLo6LPnn2fGhK2QjMkLsEAzuR2oR,7,0.7
4dH8exngG3t6ibBhwnYWMv6bWt7nwqbyj7HQVwkH1nxEUkkMugvRmxssNr6A2F8eYd2j5ZoH3CRm1gA7p5d9FKDH,51,1.0
4cLwUCcg2YPXVcmG26om9nhh1tsgh7cdfKXH5vKkZSP4JgcaR2og1MFT3j6TtsAMA3Q39tXUg77kA1DqN3G9gwwx,51,1.0
3PZQtwjUrqS86rXjD91FXLzpX489vYkkjBgkWHaffqU3iNi8zVwZo3FeyXsy21EUiVENfu7jhdYhpy77VjAMxVAQ,51,1.0
4CoeHriQHRbTs8GLNrx6dZtv1Mf6b8KvnZCTzueUahFUnnuMonNPAZ1Ti7gszg3Bq46PpN3fmds1twwepkAmp3pY,51,1.0
5FDgprjj45qt1wBp6vk6qunYkbz1iz8TbtVZLVF1E9e6ADn1wegQyKVzXnPRDgBKdDnherCybPAgRdZoPAqcE6yr,51,1.0
2Hc4MeVeeKbXQQbxD2njN28fLdru1vWM5Ag8aKJTFMzNFURPjf1Hs8LQGSrXq1N8EsHhwYi1MCY2w2Rqt5kNHrku,51,1.0
2DKvSPQeyfBHevb2E3fUzZHWvJdcBQoSEioJRKYPDxAszGP7e8zxwVTNKLGE2iyCFXgkTTAwekreVzXnQH11gqp5,51,1.0
27vkjkpMrTAyw4hsi2GvrvLZWpnxM1imCw9bWJh4BWNV9xaZvF9KyAzXYtaUPSJ17gjF9FnTTAFcMHXSHkGCLyVG,51,1.0
5zg2G2ArdaXj8i3NqsWBQVo7gRXoPxf8Vm5SAJrg5uuR9pbBVNND3wGQibGMXKAuxyWL4GyCAHBNk6K8hLhqSziK,51,1.0
DiDG1xFhCgMMQzGq9VqE5jRF5zyYqLkSsEyNK2pihm4jGkCifKvfMFPWUdHdhNQSxi7EC9uMkEgt9X6u6u53pPc,51,1.0
5VcjpcxpV2Fqosmv8AVJMKuHUm321ZvrkQobGv7i5gqniWgogW5J4sgmns4bTE2Uskf2CUU3FYYLRV7ZYvTaF9Rt,51,1.0
TidDad8MjSmh9XdJkf3q3CmbkxYfoUL6quLrUrALrQtSYdYzvG9ydhCHcBdSds7ytu2DnXrgv5xrW3V23D8wVfX,51,1.0
27fH54XQ5WxeYyH5HvhYdhgwQu9qxNw8jtTFxdnFNnEmuyTiv3UhQKo8cUnWqZ9wYiu8WkzmKjyAnkmJMzGsko1N,51,1.0
4kD7MY1KTZnvVV8to9qhgyzkbUW4vjsU6w5NavVNd8dTu3mXxiqyDossDGmHiteWPpRWr7fKWwe5BVLf6vT98Gdr,51,1.0
3rnERZPyRDYJ1CugBLXCUXKSnHHdfbjKvU8SEieSfTyhy5vRDdn6YGXxCnGysDQGKeqkzzdcEEHcsNxXfb72BS3m,51,1.0
3LZnP46hemzfjAFsMNgcPLyFFMmgDBifam8oD1Zq7VAbCZ3EdhxhSuFGdpusa66q2e8oBAWztXKjLsgyRp8GDbnR,51,1.0
BRwgpN4HoJ4c1e9f5vwc64jJXnQ4pjrrfx34Snfs76Cc9YLkJBzVKwF46Q1C1RjSdjXyxpjo4ptBaFa7EYuVBBN,51,1.0
2GhXxKS6fqiay7bXGXiHDtPVzxp9y2czkLQgfoZ9fz4vYxnzL2762n6cM7AiDEDTARix5AciZxvRUWac3LHcCLy1,51,1.0
3PSdbjA8rQREqq11WsfgtCpjZQPTnNPXez5ZvMJKqaGnPKo2hc7vNLWXSpKg5o8Phrr9hqUpRG5WXz4ZfJcgKpmK,51,1.0
3eVtMjtiaS4ZRJVvHXDuoPrb6B7kydgJc2JtpcH27MZQ91W1xvyf2Tq6j1Wqk4cYeij5P86xcsB9RHHSWY92DX3t,51,1.0
m5xakCG4Yi8dGBUfmFv2cEx8CQ66bMXN5DuMiyjadBKp3D5xEhFNnfob7xvQGijy12omZGNgv3bsro3SUiy8ms6,51,1.0
5oWv5QG3TpnRP6XBLos93rxsmqqSM7cf69jxEbfW96ZHMRJCHmVKiNCFcsxoG2C6mh2fQre9jipamiJSZa2ifYZD,51,1.0
448rvxiymqzmDv9MrLQQM1c2Bmqdx5HuTjyXm6oo4fiXPXodmFqi2gL6kzFLXeMWriG3kLN7bjCEpuEJTtpMYrJN,51,1.0
5CvWttHiwUfowbQPKuWBPCy6efecc9KhaiUngRh91fPx7VCrQznRhE8b3uLaqVeHKz8oi3J5RXZBobAgtL5hC8h3,51,1.0
